element,web_name,first_name,second_name,team_id,element_type,status,chance_of_playing_this_round,chance_of_playing_next_round,news,news_added,now_cost,cost_change_event,selected_by_percent,form,minutes,starts,total_points,transfers_in_event,transfers_out_event,ep_this,ep_next,team,season,snapshot_time,snapshot_date,current_gw,next_gw,next_deadline,hours_to_deadline
431,Amad,Amad,Diallo,16,3,a,NA,NA,,NA,60,0,1.5,0.0,2339,27,91,0,0,NA,2.1,MUN,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
432,Mainoo,Kobbie,Mainoo,16,3,a,NA,NA,,NA,55,0,1.3,0.0,1653,16,73,0,0,NA,2.0,MUN,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
433,Ugarte,Manuel,Ugarte Ribeiro,16,3,i,NA,0,Knee injury - Unknown return date,2026-07-23T12:01:23.706702Z,50,0,0.0,0.0,876,8,38,0,0,NA,0.0,MUN,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
434,J.Fletcher,Jack,Fletcher,16,3,a,NA,NA,,NA,50,0,0.0,0.0,107,0,3,0,0,NA,1.5,MUN,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
435,Lacey,Shea,Lacey,16,3,a,NA,NA,,NA,50,0,0.1,0.0,40,0,3,0,0,NA,1.5,MUN,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
436,Collyer,Toby,Collyer,16,3,a,NA,NA,,NA,50,0,0.0,0.0,0,0,0,0,0,NA,1.5,MUN,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
437,Bendito Mantato,Bendito,Mantato,16,3,a,NA,NA,,NA,45,0,0.2,0.0,15,0,1,0,0,NA,1.0,MUN,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
438,Fletcher,Tyler,Fletcher,16,3,a,NA,NA,,NA,45,0,0.3,0.0,17,0,2,0,0,NA,1.0,MUN,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
439,Šeško,Benjamin,Sesko,16,4,d,NA,75,Shin injury - 75% chance of playing,2026-07-23T12:01:23.722029Z,70,0,2.9,0.0,1630,17,111,0,0,NA,1.7,MUN,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
440,Zirkzee,Joshua,Zirkzee,16,4,a,NA,NA,,NA,55,0,0.7,0.0,607,5,42,0,0,NA,1.8,MUN,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
441,Obi,Chido,Obi,16,4,a,NA,NA,,NA,45,0,1.2,0.0,0,0,0,0,0,NA,1.0,MUN,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
442,Pope,Nick,Pope,17,1,a,NA,NA,,NA,50,0,1.1,0.0,2416,27,96,0,0,NA,2.6,NEW,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
443,Gillespie,Mark,Gillespie,17,1,a,NA,NA,,NA,45,0,0.1,0.0,0,0,0,0,0,NA,1.9,NEW,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
444,Jaouen,Ewen,Jaouen,17,1,a,NA,NA,,NA,45,0,0.1,0.0,0,0,0,0,0,NA,1.9,NEW,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
445,Thiaw,Malick,Thiaw,17,2,a,NA,NA,,NA,50,0,2.1,0.0,2963,33,126,0,0,NA,2.2,NEW,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
446,Schär,Fabian,Schär,17,2,a,NA,100,,2026-07-23T12:01:23.737715Z,50,0,0.2,0.0,1089,11,51,0,0,NA,2.2,NEW,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
447,Botman,Sven,Botman,17,2,a,NA,NA,,NA,50,0,0.4,0.0,1834,21,89,0,0,NA,2.2,NEW,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
448,Burn,Dan,Burn,17,2,a,NA,NA,,NA,50,0,2.7,0.0,2195,25,93,0,0,NA,2.2,NEW,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
449,Hall,Lewis,Hall,17,2,a,NA,NA,,NA,50,0,4.2,0.0,2176,24,79,0,0,NA,2.2,NEW,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
450,Livramento,Tino,Livramento,17,2,d,NA,75,Calf injury - 75% chance of playing,2026-07-23T12:01:23.753221Z,50,0,0.1,0.0,1326,14,59,0,0,NA,1.6,NEW,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
451,A.Murphy,Alex,Murphy,17,2,a,NA,NA,,NA,40,0,0.8,0.0,7,0,2,0,0,NA,1.0,NEW,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
452,Bruno G.,Bruno,Guimarães Rodriguez Moura,17,3,a,NA,NA,,NA,70,0,8.3,0.0,2456,27,154,0,0,NA,2.5,NEW,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
453,Barnes,Harvey,Barnes,17,3,a,NA,NA,,NA,60,0,1.2,0.0,1951,19,106,0,0,NA,2.1,NEW,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
454,Elanga,Anthony,Elanga,17,3,a,NA,NA,,NA,60,0,0.7,0.0,1302,14,48,0,0,NA,2.1,NEW,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
456,J.Ramsey,Jacob,Ramsey,17,3,a,NA,NA,,NA,50,0,0.5,0.0,1441,15,62,0,0,NA,1.5,NEW,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
457,J.Murphy,Jacob,Murphy,17,3,a,NA,NA,,NA,60,0,0.2,0.0,1606,19,82,0,0,NA,2.1,NEW,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
458,Joelinton,Joelinton Cássio,Apolinário de Lira,17,3,d,NA,75,Thigh injury - 75% chance of playing,2026-07-23T12:01:23.769696Z,55,0,0.0,0.0,1950,23,73,0,0,NA,1.5,NEW,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
459,L.Miley,Lewis,Miley,17,3,i,NA,0,Leg injury - Expected back 30 Aug,2026-07-23T12:01:23.785456Z,55,0,0.0,0.0,1493,15,72,0,0,NA,0.0,NEW,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
460,Willock,Joe,Willock,17,3,a,NA,NA,,NA,50,0,0.1,0.0,972,10,38,0,0,NA,1.5,NEW,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
461,Touré,Bazoumana,Touré,17,3,a,NA,NA,,NA,60,0,0.2,0.0,0,0,0,0,0,NA,2.1,NEW,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
462,Steur,Sean,Steur,17,3,a,NA,NA,,NA,50,0,0.1,0.0,0,0,0,0,0,NA,1.5,NEW,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
463,Woltemade,Nick,Woltemade,17,4,a,NA,NA,,NA,60,0,1.7,0.0,1896,24,108,0,0,NA,2.0,NEW,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
464,Wissa,Yoane,Wissa,17,4,a,NA,NA,,NA,60,0,1.4,0.0,517,4,27,0,0,NA,2.0,NEW,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
465,Osula,William,Osula,17,4,a,NA,NA,,NA,60,0,1.8,0.0,805,8,76,0,0,NA,2.0,NEW,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
466,Neave,Sean,Neave,17,4,a,NA,NA,,NA,45,0,0.7,0.0,13,0,1,0,0,NA,1.0,NEW,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
559,Bamba,Aladji,Bamba,17,3,a,NA,NA,,NA,50,0,0.1,0.0,0,0,0,0,0,NA,1.5,NEW,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
567,Horníček,Lukás,Hornícek,17,1,a,NA,NA,,NA,50,0,0.0,0.0,0,0,0,0,0,NA,2.6,NEW,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
467,Sels,Matz,Sels,18,1,a,NA,NA,,NA,50,0,1.4,0.0,2667,30,105,0,0,NA,2.6,NFO,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
468,John,John Victor,Maciel Furtado,18,1,a,NA,NA,,NA,45,0,0.1,0.0,437,5,11,0,0,NA,1.9,NFO,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
469,N.Williams,Neco,Williams,18,2,a,NA,NA,,NA,50,0,13.2,0.0,3203,36,128,0,0,NA,2.2,NFO,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
470,Morato,Felipe,Rodrigues da Silva,18,2,a,NA,NA,,NA,50,0,0.1,0.0,1340,14,53,0,0,NA,2.2,NFO,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
471,Milenković,Nikola,Milenković,18,2,a,NA,NA,,NA,55,0,2.2,0.0,3375,37,119,0,0,NA,2.5,NFO,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
472,Murillo,Murillo,Costa dos Santos,18,2,d,NA,75,Muscle injury - 75% chance of playing,2026-07-23T12:01:23.801183Z,55,0,0.2,0.0,2130,25,83,0,0,NA,1.9,NFO,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
473,Aina,Ola,Aina,18,2,a,NA,NA,,NA,45,0,4.8,0.0,1587,18,67,0,0,NA,1.7,NFO,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
474,Jair Cunha,Jair,Paula da Cunha Filho,18,2,a,NA,NA,,NA,45,0,0.5,0.0,514,6,13,0,0,NA,1.7,NFO,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
475,Savona,Nicolò,Savona,18,2,i,NA,0,Knee injury - Unknown return date,2026-07-23T12:01:23.816304Z,45,0,0.0,0.0,1025,11,39,0,0,NA,0.0,NFO,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
476,O.Richards,Omar,Richards,18,2,a,NA,NA,,NA,40,0,0.2,0.0,0,0,0,0,0,NA,1.0,NFO,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
477,Abbott,Zach,Abbott,18,2,a,NA,NA,,NA,40,0,0.2,0.0,165,2,3,0,0,NA,1.0,NFO,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
478,Netz,Luca,Netz,18,2,a,NA,NA,,NA,45,0,0.0,0.0,353,3,11,0,0,NA,1.7,NFO,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
479,Bindon,Tyler,Bindon,18,2,a,NA,NA,,NA,40,0,0.2,0.0,0,0,0,0,0,NA,1.0,NFO,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
480,Gibbs-White,Morgan,Gibbs-White,18,3,a,NA,NA,,NA,80,0,11.8,0.0,3101,35,188,0,0,NA,2.8,NFO,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
482,Hudson-Odoi,Callum,Hudson-Odoi,18,3,d,NA,75,Thigh injury - 75% chance of playing,2026-07-23T12:01:23.832709Z,60,0,0.0,0.0,1838,21,88,0,0,NA,1.6,NFO,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
483,Ndoye,Dan,Ndoye,18,3,a,NA,NA,,NA,55,0,0.6,0.0,1167,14,50,0,0,NA,2.0,NFO,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
484,Hutchinson,Omari,Hutchinson,18,3,a,NA,NA,,NA,55,0,0.1,0.0,1676,17,82,0,0,NA,2.0,NFO,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
485,Bakwa,Dilane,Bakwa,18,3,a,NA,NA,,NA,55,0,0.0,0.0,549,6,26,0,0,NA,2.0,NFO,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
486,McAtee,James,McAtee,18,3,a,NA,NA,,NA,55,0,0.1,0.0,288,2,17,0,0,NA,2.0,NFO,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
487,Dominguez,Nicolás,Domínguez,18,3,a,NA,NA,,NA,50,0,0.1,0.0,1168,17,48,0,0,NA,1.5,NFO,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
488,Sangaré,Ibrahim,Sangaré,18,3,a,NA,NA,,NA,50,0,0.4,0.0,2073,25,89,0,0,NA,1.5,NFO,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
489,Yates,Ryan,Yates,18,3,a,NA,NA,,NA,45,0,7.5,0.0,602,2,30,0,0,NA,1.0,NFO,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
490,Wood,Chris,Wood,18,4,a,NA,NA,,NA,60,0,1.8,0.0,896,11,41,0,0,NA,2.0,NFO,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
491,Igor Jesus,Igor Jesus,Maciel da Cruz,18,4,a,NA,NA,,NA,60,0,4.9,0.0,2293,28,114,0,0,NA,2.0,NFO,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
492,Awoniyi,Taiwo,Awoniyi,18,4,a,NA,NA,,NA,55,0,0.4,0.0,480,3,43,0,0,NA,1.8,NFO,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
493,Kalimuendo,Arnaud,Kalimuendo,18,4,a,NA,NA,,NA,55,0,0.1,0.0,89,0,9,0,0,NA,1.8,NFO,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
558,Schlager,Xaver,Schlager,18,3,a,NA,NA,,NA,50,0,0.1,0.0,0,0,0,0,0,NA,1.5,NFO,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
112,Van Hecke,Jan Paul,van Hecke,19,2,a,NA,NA,,NA,50,0,8.2,0.0,3210,36,148,0,0,NA,2.2,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
455,Tonali,Sandro,Tonali,19,3,a,NA,NA,,NA,55,0,3.8,0.0,2534,31,81,0,0,NA,2.0,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
494,Vicario,Guglielmo,Vicario,19,1,a,NA,NA,,NA,45,0,1.5,0.0,2790,31,90,0,0,NA,1.9,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
495,Austin,Brandon,Austin,19,1,a,NA,NA,,NA,40,0,0.6,0.0,0,0,0,0,0,NA,1.0,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
496,Kinsky,Antonín,Kinský,19,1,a,NA,NA,,NA,45,0,18.6,0.0,630,7,20,0,0,NA,1.9,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
497,Dubravka,Martin,Dubravka,19,1,a,NA,NA,,NA,40,0,24.6,0.0,3150,35,96,0,0,NA,1.0,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
498,Senesi,Marcos,Senesi Barón,19,2,a,NA,NA,,NA,60,0,10.9,0.0,3288,37,175,0,0,NA,2.8,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
499,Pedro Porro,Pedro,Porro Sauceda,19,2,a,NA,NA,,NA,55,0,23.9,0.0,2793,32,117,0,0,NA,2.5,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
500,Romero,Cristian,Romero,19,2,a,NA,NA,,NA,50,0,1.1,0.0,1869,22,91,0,0,NA,2.2,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
501,Danso,Kevin,Danso,19,2,a,NA,NA,,NA,50,0,0.2,0.0,1489,17,63,0,0,NA,2.2,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
502,Robertson,Andrew,Robertson,19,2,a,NA,NA,,NA,45,0,1.8,0.0,1165,11,55,0,0,NA,1.7,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
503,Van de Ven,Micky,van de Ven,19,2,a,NA,NA,,NA,50,0,6.4,0.0,3041,35,116,0,0,NA,2.2,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
505,Spence,Djed,Spence,19,2,a,NA,NA,,NA,45,0,9.6,0.0,2049,23,78,0,0,NA,1.7,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
506,Udogie,Destiny,Udogie,19,2,a,NA,NA,,NA,45,0,0.4,0.0,1335,14,29,0,0,NA,1.7,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
507,Phillips,Ashley,Phillips,19,2,a,NA,NA,,NA,45,0,0.1,0.0,0,0,0,0,0,NA,1.7,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
508,Davies,Ben,Davies,19,2,a,NA,NA,,NA,40,0,0.8,0.0,136,2,10,0,0,NA,1.0,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
509,Byfield,Jun'ai,Byfield,19,2,a,NA,NA,,NA,40,0,0.1,0.0,1,0,1,0,0,NA,1.0,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
510,Rowswell,James,Rowswell,19,2,a,NA,NA,,NA,40,0,0.1,0.0,1,0,1,0,0,NA,1.0,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
511,Souza,João Victor,de Souza Menezes,19,2,a,NA,NA,,NA,40,0,0.3,0.0,142,2,3,0,0,NA,1.0,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
512,Kudus,Mohammed,Kudus,19,3,d,NA,75,Thigh injury - 75% chance of playing,2026-07-23T12:01:23.848657Z,65,0,0.2,0.0,1535,19,75,0,0,NA,1.7,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
513,Xavi,Xavi,Simons,19,3,i,NA,0,Knee injury - Unknown return date,2026-07-23T12:01:23.864304Z,60,0,0.0,0.0,1747,19,80,0,0,NA,0.0,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
514,Tel,Mathys,Tel,19,3,a,NA,NA,,NA,60,0,0.4,0.0,1334,13,78,0,0,NA,2.1,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
515,Maddison,James,Maddison,19,3,a,NA,NA,,NA,65,0,2.1,0.0,34,0,3,0,0,NA,2.3,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
516,Bentancur,Rodrigo,Bentancur,19,3,a,NA,NA,,NA,55,0,0.1,0.0,1880,23,86,0,0,NA,2.0,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
517,Odobert,Wilson,Odobert,19,3,i,NA,0,Knee injury - Unknown return date,2026-07-23T12:01:23.879434Z,55,0,0.0,0.0,972,10,46,0,0,NA,0.0,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
518,P.M.Sarr,Pape Matar,Sarr,19,3,a,NA,NA,,NA,50,0,0.4,0.0,1388,13,71,0,0,NA,1.5,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
519,Gallagher,Conor,Gallagher,19,3,a,NA,NA,,NA,55,0,0.2,0.0,1183,14,44,0,0,NA,2.0,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
520,Bergvall,Lucas,Bergvall,19,3,a,NA,NA,,NA,55,0,0.2,0.0,955,11,49,0,0,NA,2.0,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
521,Kulusevski,Dejan,Kulusevski,19,3,i,NA,0,Knee injury - Unknown return date,2026-07-23T12:01:23.895175Z,65,0,0.0,0.0,0,0,0,0,0,NA,0.0,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
522,Gray,Archie,Gray,19,3,a,NA,NA,,NA,50,0,0.2,0.0,1471,18,61,0,0,NA,1.5,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
523,Moore,Mikey,Moore,19,3,a,NA,NA,,NA,50,0,0.1,0.0,0,0,0,0,0,NA,1.5,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
524,Olusesi,Callum,Olusesi,19,3,a,NA,NA,,NA,45,0,0.9,0.0,14,0,1,0,0,NA,1.0,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
525,Fernandes,Mateus,Fernandes,19,3,a,NA,NA,,NA,60,0,3.8,0.0,3017,35,135,0,0,NA,2.1,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
526,Solanke,Dominic,Solanke-Mitchell,19,4,a,NA,NA,,NA,60,0,2.7,0.0,997,11,40,0,0,NA,2.0,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
527,Richarlison,Richarlison,de Andrade,19,4,a,NA,NA,,NA,60,0,1.8,0.0,1954,20,119,0,0,NA,2.0,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
528,Scarlett,Dane,Scarlett,19,4,a,NA,NA,,NA,45,0,1.7,0.0,7,0,2,0,0,NA,1.0,TOT,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
529,Roefs,Robin,Roefs,20,1,a,NA,NA,,NA,50,0,5.3,0.0,3150,35,136,0,0,NA,2.6,SUN,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
530,Patterson,Anthony,Patterson,20,1,a,NA,NA,,NA,40,0,1.1,0.0,0,0,0,0,0,NA,1.0,SUN,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
531,Ellborg,Melker,Ellborg,20,1,a,NA,NA,,NA,45,0,0.1,0.0,270,3,16,0,0,NA,1.9,SUN,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
532,Ballard,Daniel,Ballard,20,2,a,NA,NA,,NA,50,0,3.4,0.0,2144,24,116,0,0,NA,2.2,SUN,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
533,Mukiele,Nordi,Mukiele,20,2,a,NA,NA,,NA,55,0,7.7,0.0,2784,32,151,0,0,NA,2.5,SUN,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
534,Hume,Trai,Hume,20,2,a,NA,NA,,NA,45,0,1.9,0.0,3032,34,110,0,0,NA,1.7,SUN,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
535,Alderete,Omar,Alderete,20,2,a,NA,NA,,NA,50,0,1.2,0.0,2797,32,125,0,0,NA,2.2,SUN,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
536,Reinildo,Reinildo,Mandava,20,2,a,NA,NA,,NA,45,0,0.5,0.0,1966,23,74,0,0,NA,1.7,SUN,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
537,Seelt,Jenson,Seelt,20,2,a,NA,NA,,NA,45,0,0.0,0.0,133,1,2,0,0,NA,1.7,SUN,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
538,Hjelde,Leo Fuhr,Hjelde,20,2,a,NA,NA,,NA,40,0,0.3,0.0,0,0,0,0,0,NA,1.0,SUN,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
539,O'Nien,Luke,O'Nien,20,2,a,NA,NA,,NA,40,0,2.3,0.0,565,5,26,0,0,NA,1.0,SUN,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
540,Masuaku,Arthur,Masuaku,20,2,a,NA,NA,,NA,40,0,1.4,0.0,125,2,1,0,0,NA,1.0,SUN,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
541,Meunier,Thomas,Meunier,20,2,a,NA,NA,,NA,45,0,0.5,0.0,0,0,0,0,0,NA,1.7,SUN,2026-27,2026-08-03T20:19:29Z,2026-08-03,NA,1,2026-08-21T17:30:00Z,429.18
